reference_path	swift_target	status	notes
.reference/src/services/rateLimitMocking.ts	Sources/SwiftCodeServices/rateLimitMocking.swift	rewrite	port service to Swift
.reference/src/services/remoteManagedSettings/index.ts	Sources/SwiftCodeServices/remoteManagedSettings/index.swift	rewrite	port service to Swift
.reference/src/services/remoteManagedSettings/securityCheck.tsx	Sources/SwiftCodeServices/remoteManagedSettings/securityCheck.swift	rewrite	port service to Swift
.reference/src/services/remoteManagedSettings/syncCache.ts	Sources/SwiftCodeServices/remoteManagedSettings/syncCache.swift	rewrite	port service to Swift
.reference/src/services/remoteManagedSettings/syncCacheState.ts	Sources/SwiftCodeServices/remoteManagedSettings/syncCacheState.swift	rewrite	port service to Swift
.reference/src/services/remoteManagedSettings/types.ts	Sources/SwiftCodeServices/remoteManagedSettings/types.swift	rewrite	port service to Swift
.reference/src/services/settingsSync/index.ts	Sources/SwiftCodeServices/settingsSync/index.swift	rewrite	port service to Swift
.reference/src/services/settingsSync/types.ts	Sources/SwiftCodeServices/settingsSync/types.swift	rewrite	port service to Swift
.reference/src/services/teamMemorySync/index.ts	Sources/SwiftCodeServices/teamMemorySync/index.swift	rewrite	port service to Swift
.reference/src/services/teamMemorySync/secretScanner.ts	Sources/SwiftCodeServices/teamMemorySync/secretScanner.swift	rewrite	port service to Swift
.reference/src/services/teamMemorySync/teamMemSecretGuard.ts	Sources/SwiftCodeServices/teamMemorySync/teamMemSecretGuard.swift	rewrite	port service to Swift
.reference/src/services/teamMemorySync/types.ts	Sources/SwiftCodeServices/teamMemorySync/types.swift	rewrite	port service to Swift
.reference/src/services/teamMemorySync/watcher.ts	Sources/SwiftCodeServices/teamMemorySync/watcher.swift	rewrite	port service to Swift
.reference/src/services/tips/tipHistory.ts	Sources/SwiftCodeServices/tips/tipHistory.swift	rewrite	port service to Swift
.reference/src/services/tips/tipRegistry.ts	Sources/SwiftCodeServices/tips/tipRegistry.swift	rewrite	port service to Swift
.reference/src/services/tips/tipScheduler.ts	Sources/SwiftCodeServices/tips/tipScheduler.swift	rewrite	port service to Swift
.reference/src/services/tokenEstimation.ts	Sources/SwiftCodeServices/tokenEstimation.swift	rewrite	port service to Swift
.reference/src/services/toolUseSummary/toolUseSummaryGenerator.ts	Sources/SwiftCodeServices/toolUseSummary/toolUseSummaryGenerator.swift	rewrite	port service to Swift
.reference/src/services/tools/StreamingToolExecutor.ts	Sources/SwiftCodeServices/tools/StreamingToolExecutor.swift	rewrite	port service to Swift
.reference/src/services/tools/toolExecution.ts	Sources/SwiftCodeServices/tools/toolExecution.swift	rewrite	port service to Swift
.reference/src/services/tools/toolHooks.ts	Sources/SwiftCodeServices/tools/toolHooks.swift	rewrite	port service to Swift
.reference/src/services/tools/toolOrchestration.ts	Sources/SwiftCodeServices/tools/toolOrchestration.swift	rewrite	port service to Swift
.reference/src/services/vcr.ts	Sources/SwiftCodeServices/vcr.swift	rewrite	port service to Swift
.reference/src/services/voice.ts	Sources/SwiftCodeServices/voice.swift	rewrite	port service to Swift
.reference/src/services/voiceKeyterms.ts	Sources/SwiftCodeServices/voiceKeyterms.swift	rewrite	port service to Swift
.reference/src/services/voiceStreamSTT.ts	Sources/SwiftCodeServices/voiceStreamSTT.swift	rewrite	port service to Swift
.reference/src/setup.ts	Sources/SwiftCodeCLI/Setup.swift	rewrite	port setup logic
.reference/src/skills/bundled/batch.ts	Sources/SwiftCodePlugins/batch.swift	rewrite	port skill system
.reference/src/skills/bundled/claudeApi.ts	Sources/SwiftCodePlugins/claudeApi.swift	rewrite	port skill system
.reference/src/skills/bundled/claudeApiContent.ts	Sources/SwiftCodePlugins/claudeApiContent.swift	rewrite	port skill system
.reference/src/skills/bundled/claudeInChrome.ts	Sources/SwiftCodePlugins/claudeInChrome.swift	rewrite	port skill system
.reference/src/skills/bundled/debug.ts	Sources/SwiftCodePlugins/debug.swift	rewrite	port skill system
.reference/src/skills/bundled/index.ts	Sources/SwiftCodePlugins/index.swift	rewrite	port skill system
.reference/src/skills/bundled/keybindings.ts	Sources/SwiftCodePlugins/keybindings.swift	rewrite	port skill system
.reference/src/skills/bundled/loop.ts	Sources/SwiftCodePlugins/loop.swift	rewrite	port skill system
.reference/src/skills/bundled/loremIpsum.ts	Sources/SwiftCodePlugins/loremIpsum.swift	rewrite	port skill system
.reference/src/skills/bundled/remember.ts	Sources/SwiftCodePlugins/remember.swift	rewrite	port skill system
.reference/src/skills/bundled/scheduleRemoteAgents.ts	Sources/SwiftCodePlugins/scheduleRemoteAgents.swift	rewrite	port skill system
.reference/src/skills/bundled/simplify.ts	Sources/SwiftCodePlugins/simplify.swift	rewrite	port skill system
.reference/src/skills/bundled/skillify.ts	Sources/SwiftCodePlugins/skillify.swift	rewrite	port skill system
.reference/src/skills/bundled/stuck.ts	Sources/SwiftCodePlugins/stuck.swift	rewrite	port skill system
.reference/src/skills/bundled/updateConfig.ts	Sources/SwiftCodePlugins/updateConfig.swift	rewrite	port skill system
.reference/src/skills/bundled/verify.ts	Sources/SwiftCodePlugins/verify.swift	rewrite	port skill system
.reference/src/skills/bundled/verify/SKILL.md	Sources/SwiftCodeStubs/SKILL.swift	stub	documented stub — ant-only or feature-gated
.reference/src/skills/bundled/verify/examples/cli.md	Sources/SwiftCodeCore/Resources/skills/bundled/verify/examples/	stub	bundled skill asset
.reference/src/skills/bundled/verify/examples/server.md	Sources/SwiftCodeCore/Resources/skills/bundled/verify/examples/	stub	bundled skill asset
.reference/src/skills/bundled/verifyContent.ts	Sources/SwiftCodePlugins/verifyContent.swift	rewrite	port skill system
.reference/src/skills/bundledSkills.ts	Sources/SwiftCodePlugins/bundledSkills.swift	rewrite	port skill system
.reference/src/skills/loadSkillsDir.ts	Sources/SwiftCodePlugins/loadSkillsDir.swift	rewrite	port skill system
.reference/src/skills/mcpSkillBuilders.ts	Sources/SwiftCodePlugins/mcpSkillBuilders.swift	rewrite	port skill system
.reference/src/state/AppState.tsx	Sources/SwiftCodeCore/AppState.swift	rewrite	port state management
.reference/src/state/AppStateStore.ts	Sources/SwiftCodeCore/AppStateStore.swift	rewrite	port state management
.reference/src/state/onChangeAppState.ts	Sources/SwiftCodeCore/onChangeAppState.swift	rewrite	port state management
.reference/src/state/selectors.ts	Sources/SwiftCodeCore/selectors.swift	rewrite	port state management
.reference/src/state/store.ts	Sources/SwiftCodeCore/store.swift	rewrite	port state management
.reference/src/state/teammateViewHelpers.ts	Sources/SwiftCodeCore/teammateViewHelpers.swift	rewrite	port state management
.reference/src/tasks.ts	Sources/SwiftCodeAgent/Tasks.swift	rewrite	port tasks module
.reference/src/tasks/DreamTask/DreamTask.ts	Sources/SwiftCodeAgent/DreamTask.swift	rewrite	port task management
.reference/src/tasks/InProcessTeammateTask/InProcessTeammateTask.tsx	Sources/SwiftCodeAgent/InProcessTeammateTask.swift	rewrite	port task management
.reference/src/tasks/InProcessTeammateTask/types.ts	Sources/SwiftCodeAgent/types.swift	rewrite	port task management
.reference/src/tasks/LocalAgentTask/LocalAgentTask.tsx	Sources/SwiftCodeAgent/LocalAgentTask.swift	rewrite	port task management
.reference/src/tasks/LocalMainSessionTask.ts	Sources/SwiftCodeAgent/LocalMainSessionTask.swift	rewrite	port task management
.reference/src/tasks/LocalShellTask/LocalShellTask.tsx	Sources/SwiftCodeAgent/LocalShellTask.swift	rewrite	port task management
.reference/src/tasks/LocalShellTask/guards.ts	Sources/SwiftCodeAgent/guards.swift	rewrite	port task management
.reference/src/tasks/LocalShellTask/killShellTasks.ts	Sources/SwiftCodeAgent/killShellTasks.swift	rewrite	port task management
.reference/src/tasks/RemoteAgentTask/RemoteAgentTask.tsx	Sources/SwiftCodeAgent/RemoteAgentTask.swift	rewrite	port task management
.reference/src/tasks/pillLabel.ts	Sources/SwiftCodeAgent/pillLabel.swift	rewrite	port task management
.reference/src/tasks/stopTask.ts	Sources/SwiftCodeAgent/stopTask.swift	rewrite	port task management
.reference/src/tasks/types.ts	Sources/SwiftCodeAgent/types.swift	rewrite	port task management
.reference/src/tools.ts	Sources/SwiftCodeTools/ToolRegistry.swift	rewrite	port tool registry and filtering
.reference/src/tools/AgentTool/AgentTool.tsx	Sources/SwiftCodeTools/AgentTool/AgentTool.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/UI.tsx	Sources/SwiftCodeTools/AgentTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/agentColorManager.ts	Sources/SwiftCodeTools/AgentTool/agentColorManager.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/agentDisplay.ts	Sources/SwiftCodeTools/AgentTool/agentDisplay.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/agentMemory.ts	Sources/SwiftCodeTools/AgentTool/agentMemory.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/agentMemorySnapshot.ts	Sources/SwiftCodeTools/AgentTool/agentMemorySnapshot.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/agentToolUtils.ts	Sources/SwiftCodeTools/AgentTool/agentToolUtils.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/built-in/claudeCodeGuideAgent.ts	Sources/SwiftCodeTools/AgentTool/claudeCodeGuideAgent.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/built-in/exploreAgent.ts	Sources/SwiftCodeTools/AgentTool/exploreAgent.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/built-in/generalPurposeAgent.ts	Sources/SwiftCodeTools/AgentTool/generalPurposeAgent.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/built-in/planAgent.ts	Sources/SwiftCodeTools/AgentTool/planAgent.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/built-in/statuslineSetup.ts	Sources/SwiftCodeTools/AgentTool/statuslineSetup.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/built-in/verificationAgent.ts	Sources/SwiftCodeTools/AgentTool/verificationAgent.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/builtInAgents.ts	Sources/SwiftCodeTools/AgentTool/builtInAgents.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/constants.ts	Sources/SwiftCodeTools/AgentTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/forkSubagent.ts	Sources/SwiftCodeTools/AgentTool/forkSubagent.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/loadAgentsDir.ts	Sources/SwiftCodeTools/AgentTool/loadAgentsDir.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/prompt.ts	Sources/SwiftCodeTools/AgentTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/resumeAgent.ts	Sources/SwiftCodeTools/AgentTool/resumeAgent.swift	rewrite	port tool to Swift
.reference/src/tools/AgentTool/runAgent.ts	Sources/SwiftCodeTools/AgentTool/runAgent.swift	rewrite	port tool to Swift
.reference/src/tools/AskUserQuestionTool/AskUserQuestionTool.tsx	Sources/SwiftCodeTools/AskUserQuestionTool/AskUserQuestionTool.swift	rewrite	port tool to Swift
.reference/src/tools/AskUserQuestionTool/prompt.ts	Sources/SwiftCodeTools/AskUserQuestionTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/BashTool.tsx	Sources/SwiftCodeTools/BashTool/BashTool.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/BashToolResultMessage.tsx	Sources/SwiftCodeTools/BashTool/BashToolResultMessage.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/UI.tsx	Sources/SwiftCodeTools/BashTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/bashCommandHelpers.ts	Sources/SwiftCodeTools/BashTool/bashCommandHelpers.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/bashPermissions.ts	Sources/SwiftCodeTools/BashTool/bashPermissions.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/bashSecurity.ts	Sources/SwiftCodeTools/BashTool/bashSecurity.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/commandSemantics.ts	Sources/SwiftCodeTools/BashTool/commandSemantics.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/commentLabel.ts	Sources/SwiftCodeTools/BashTool/commentLabel.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/destructiveCommandWarning.ts	Sources/SwiftCodeTools/BashTool/destructiveCommandWarning.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/modeValidation.ts	Sources/SwiftCodeTools/BashTool/modeValidation.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/pathValidation.ts	Sources/SwiftCodeTools/BashTool/pathValidation.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/prompt.ts	Sources/SwiftCodeTools/BashTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/readOnlyValidation.ts	Sources/SwiftCodeTools/BashTool/readOnlyValidation.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/sedEditParser.ts	Sources/SwiftCodeTools/BashTool/sedEditParser.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/sedValidation.ts	Sources/SwiftCodeTools/BashTool/sedValidation.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/shouldUseSandbox.ts	Sources/SwiftCodeTools/BashTool/shouldUseSandbox.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/toolName.ts	Sources/SwiftCodeTools/BashTool/toolName.swift	rewrite	port tool to Swift
.reference/src/tools/BashTool/utils.ts	Sources/SwiftCodeTools/BashTool/utils.swift	rewrite	port tool to Swift
.reference/src/tools/BriefTool/BriefTool.ts	Sources/SwiftCodeTools/BriefTool/BriefTool.swift	rewrite	port tool to Swift
.reference/src/tools/BriefTool/UI.tsx	Sources/SwiftCodeTools/BriefTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/BriefTool/attachments.ts	Sources/SwiftCodeTools/BriefTool/attachments.swift	rewrite	port tool to Swift
.reference/src/tools/BriefTool/prompt.ts	Sources/SwiftCodeTools/BriefTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/BriefTool/upload.ts	Sources/SwiftCodeTools/BriefTool/upload.swift	rewrite	port tool to Swift
.reference/src/tools/ConfigTool/ConfigTool.ts	Sources/SwiftCodeTools/ConfigTool/ConfigTool.swift	rewrite	port tool to Swift
.reference/src/tools/ConfigTool/UI.tsx	Sources/SwiftCodeTools/ConfigTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/ConfigTool/constants.ts	Sources/SwiftCodeTools/ConfigTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/ConfigTool/prompt.ts	Sources/SwiftCodeTools/ConfigTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/ConfigTool/supportedSettings.ts	Sources/SwiftCodeTools/ConfigTool/supportedSettings.swift	rewrite	port tool to Swift
.reference/src/tools/EnterPlanModeTool/EnterPlanModeTool.ts	Sources/SwiftCodeTools/EnterPlanModeTool/EnterPlanModeTool.swift	rewrite	port tool to Swift
.reference/src/tools/EnterPlanModeTool/UI.tsx	Sources/SwiftCodeTools/EnterPlanModeTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/EnterPlanModeTool/constants.ts	Sources/SwiftCodeTools/EnterPlanModeTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/EnterPlanModeTool/prompt.ts	Sources/SwiftCodeTools/EnterPlanModeTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/EnterWorktreeTool/EnterWorktreeTool.ts	Sources/SwiftCodeTools/EnterWorktreeTool/EnterWorktreeTool.swift	rewrite	port tool to Swift
.reference/src/tools/EnterWorktreeTool/UI.tsx	Sources/SwiftCodeTools/EnterWorktreeTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/EnterWorktreeTool/constants.ts	Sources/SwiftCodeTools/EnterWorktreeTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/EnterWorktreeTool/prompt.ts	Sources/SwiftCodeTools/EnterWorktreeTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/ExitPlanModeTool/ExitPlanModeV2Tool.ts	Sources/SwiftCodeTools/ExitPlanModeTool/ExitPlanModeV2Tool.swift	rewrite	port tool to Swift
.reference/src/tools/ExitPlanModeTool/UI.tsx	Sources/SwiftCodeTools/ExitPlanModeTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/ExitPlanModeTool/constants.ts	Sources/SwiftCodeTools/ExitPlanModeTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/ExitPlanModeTool/prompt.ts	Sources/SwiftCodeTools/ExitPlanModeTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/ExitWorktreeTool/ExitWorktreeTool.ts	Sources/SwiftCodeTools/ExitWorktreeTool/ExitWorktreeTool.swift	rewrite	port tool to Swift
.reference/src/tools/ExitWorktreeTool/UI.tsx	Sources/SwiftCodeTools/ExitWorktreeTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/ExitWorktreeTool/constants.ts	Sources/SwiftCodeTools/ExitWorktreeTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/ExitWorktreeTool/prompt.ts	Sources/SwiftCodeTools/ExitWorktreeTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/FileEditTool/FileEditTool.ts	Sources/SwiftCodeTools/FileEditTool/FileEditTool.swift	rewrite	port tool to Swift
.reference/src/tools/FileEditTool/UI.tsx	Sources/SwiftCodeTools/FileEditTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/FileEditTool/constants.ts	Sources/SwiftCodeTools/FileEditTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/FileEditTool/prompt.ts	Sources/SwiftCodeTools/FileEditTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/FileEditTool/types.ts	Sources/SwiftCodeTools/FileEditTool/types.swift	rewrite	port tool to Swift
.reference/src/tools/FileEditTool/utils.ts	Sources/SwiftCodeTools/FileEditTool/utils.swift	rewrite	port tool to Swift
.reference/src/tools/FileReadTool/FileReadTool.ts	Sources/SwiftCodeTools/FileReadTool/FileReadTool.swift	rewrite	port tool to Swift
.reference/src/tools/FileReadTool/UI.tsx	Sources/SwiftCodeTools/FileReadTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/FileReadTool/imageProcessor.ts	Sources/SwiftCodeTools/FileReadTool/imageProcessor.swift	rewrite	port tool to Swift
.reference/src/tools/FileReadTool/limits.ts	Sources/SwiftCodeTools/FileReadTool/limits.swift	rewrite	port tool to Swift
.reference/src/tools/FileReadTool/prompt.ts	Sources/SwiftCodeTools/FileReadTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/FileWriteTool/FileWriteTool.ts	Sources/SwiftCodeTools/FileWriteTool/FileWriteTool.swift	rewrite	port tool to Swift
.reference/src/tools/FileWriteTool/UI.tsx	Sources/SwiftCodeTools/FileWriteTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/FileWriteTool/prompt.ts	Sources/SwiftCodeTools/FileWriteTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/GlobTool/GlobTool.ts	Sources/SwiftCodeTools/GlobTool/GlobTool.swift	rewrite	port tool to Swift
.reference/src/tools/GlobTool/UI.tsx	Sources/SwiftCodeTools/GlobTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/GlobTool/prompt.ts	Sources/SwiftCodeTools/GlobTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/GrepTool/GrepTool.ts	Sources/SwiftCodeTools/GrepTool/GrepTool.swift	rewrite	port tool to Swift
.reference/src/tools/GrepTool/UI.tsx	Sources/SwiftCodeTools/GrepTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/GrepTool/prompt.ts	Sources/SwiftCodeTools/GrepTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/LSPTool/LSPTool.ts	Sources/SwiftCodeTools/LSPTool/LSPTool.swift	rewrite	port tool to Swift
.reference/src/tools/LSPTool/UI.tsx	Sources/SwiftCodeTools/LSPTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/LSPTool/formatters.ts	Sources/SwiftCodeTools/LSPTool/formatters.swift	rewrite	port tool to Swift
.reference/src/tools/LSPTool/prompt.ts	Sources/SwiftCodeTools/LSPTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/LSPTool/schemas.ts	Sources/SwiftCodeTools/LSPTool/schemas.swift	rewrite	port tool to Swift
.reference/src/tools/LSPTool/symbolContext.ts	Sources/SwiftCodeTools/LSPTool/symbolContext.swift	rewrite	port tool to Swift
.reference/src/tools/ListMcpResourcesTool/ListMcpResourcesTool.ts	Sources/SwiftCodeTools/ListMcpResourcesTool/ListMcpResourcesTool.swift	rewrite	port tool to Swift
.reference/src/tools/ListMcpResourcesTool/UI.tsx	Sources/SwiftCodeTools/ListMcpResourcesTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/ListMcpResourcesTool/prompt.ts	Sources/SwiftCodeTools/ListMcpResourcesTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/MCPTool/MCPTool.ts	Sources/SwiftCodeTools/MCPTool/MCPTool.swift	rewrite	port tool to Swift
.reference/src/tools/MCPTool/UI.tsx	Sources/SwiftCodeTools/MCPTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/MCPTool/classifyForCollapse.ts	Sources/SwiftCodeTools/MCPTool/classifyForCollapse.swift	rewrite	port tool to Swift
.reference/src/tools/MCPTool/prompt.ts	Sources/SwiftCodeTools/MCPTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/McpAuthTool/McpAuthTool.ts	Sources/SwiftCodeTools/McpAuthTool/McpAuthTool.swift	rewrite	port tool to Swift
.reference/src/tools/NotebookEditTool/NotebookEditTool.ts	Sources/SwiftCodeTools/NotebookEditTool/NotebookEditTool.swift	rewrite	port tool to Swift
.reference/src/tools/NotebookEditTool/UI.tsx	Sources/SwiftCodeTools/NotebookEditTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/NotebookEditTool/constants.ts	Sources/SwiftCodeTools/NotebookEditTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/NotebookEditTool/prompt.ts	Sources/SwiftCodeTools/NotebookEditTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/PowerShellTool.tsx	Sources/SwiftCodeTools/PowerShellTool/PowerShellTool.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/UI.tsx	Sources/SwiftCodeTools/PowerShellTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/clmTypes.ts	Sources/SwiftCodeTools/PowerShellTool/clmTypes.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/commandSemantics.ts	Sources/SwiftCodeTools/PowerShellTool/commandSemantics.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/commonParameters.ts	Sources/SwiftCodeTools/PowerShellTool/commonParameters.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/destructiveCommandWarning.ts	Sources/SwiftCodeTools/PowerShellTool/destructiveCommandWarning.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/gitSafety.ts	Sources/SwiftCodeTools/PowerShellTool/gitSafety.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/modeValidation.ts	Sources/SwiftCodeTools/PowerShellTool/modeValidation.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/pathValidation.ts	Sources/SwiftCodeTools/PowerShellTool/pathValidation.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/powershellPermissions.ts	Sources/SwiftCodeTools/PowerShellTool/powershellPermissions.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/powershellSecurity.ts	Sources/SwiftCodeTools/PowerShellTool/powershellSecurity.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/prompt.ts	Sources/SwiftCodeTools/PowerShellTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/readOnlyValidation.ts	Sources/SwiftCodeTools/PowerShellTool/readOnlyValidation.swift	rewrite	port tool to Swift
.reference/src/tools/PowerShellTool/toolName.ts	Sources/SwiftCodeTools/PowerShellTool/toolName.swift	rewrite	port tool to Swift
.reference/src/tools/REPLTool/REPLTool.ts	Sources/SwiftCodeStubs/REPLTool.swift	stub	documented stub — ant-only or feature-gated
.reference/src/tools/REPLTool/constants.ts	Sources/SwiftCodeTools/REPLTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/REPLTool/primitiveTools.ts	Sources/SwiftCodeTools/REPLTool/primitiveTools.swift	rewrite	port tool to Swift
.reference/src/tools/ReadMcpResourceTool/ReadMcpResourceTool.ts	Sources/SwiftCodeTools/ReadMcpResourceTool/ReadMcpResourceTool.swift	rewrite	port tool to Swift
.reference/src/tools/ReadMcpResourceTool/UI.tsx	Sources/SwiftCodeTools/ReadMcpResourceTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/ReadMcpResourceTool/prompt.ts	Sources/SwiftCodeTools/ReadMcpResourceTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/RemoteTriggerTool/RemoteTriggerTool.ts	Sources/SwiftCodeTools/RemoteTriggerTool/RemoteTriggerTool.swift	rewrite	port tool to Swift
.reference/src/tools/RemoteTriggerTool/UI.tsx	Sources/SwiftCodeTools/RemoteTriggerTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/RemoteTriggerTool/prompt.ts	Sources/SwiftCodeTools/RemoteTriggerTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/ScheduleCronTool/CronCreateTool.ts	Sources/SwiftCodeTools/ScheduleCronTool/CronCreateTool.swift	rewrite	port tool to Swift
.reference/src/tools/ScheduleCronTool/CronDeleteTool.ts	Sources/SwiftCodeTools/ScheduleCronTool/CronDeleteTool.swift	rewrite	port tool to Swift
.reference/src/tools/ScheduleCronTool/CronListTool.ts	Sources/SwiftCodeTools/ScheduleCronTool/CronListTool.swift	rewrite	port tool to Swift
.reference/src/tools/ScheduleCronTool/UI.tsx	Sources/SwiftCodeTools/ScheduleCronTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/ScheduleCronTool/prompt.ts	Sources/SwiftCodeTools/ScheduleCronTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/SendMessageTool/SendMessageTool.ts	Sources/SwiftCodeTools/SendMessageTool/SendMessageTool.swift	rewrite	port tool to Swift
.reference/src/tools/SendMessageTool/UI.tsx	Sources/SwiftCodeTools/SendMessageTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/SendMessageTool/constants.ts	Sources/SwiftCodeTools/SendMessageTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/SendMessageTool/prompt.ts	Sources/SwiftCodeTools/SendMessageTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/SkillTool/SkillTool.ts	Sources/SwiftCodeTools/SkillTool/SkillTool.swift	rewrite	port tool to Swift
.reference/src/tools/SkillTool/UI.tsx	Sources/SwiftCodeTools/SkillTool/UI.swift	rewrite	port tool to Swift
.reference/src/tools/SkillTool/constants.ts	Sources/SwiftCodeTools/SkillTool/constants.swift	rewrite	port tool to Swift
.reference/src/tools/SkillTool/prompt.ts	Sources/SwiftCodeTools/SkillTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/SleepTool/prompt.ts	Sources/SwiftCodeTools/SleepTool/prompt.swift	rewrite	port tool to Swift
.reference/src/tools/SuggestBackgroundPRTool/SuggestBackgroundPRTool.ts	Sources/SwiftCodeStubs/SuggestBackgroundPRTool.swift	stub	documented stub — ant-only or feature-gated
.reference/src/tools/SyntheticOutputTool/SyntheticOutputTool.ts	Sources/SwiftCodeTools/SyntheticOutputTool/SyntheticOutputTool.swift	rewrite	port tool to Swift
